"note","date updated","status","publication_title","print_identifier","online_identifier","date_first_issue_online","num_first_vol_online","num_first_issue_online","date_last_issue_online","num_last_vol_online","num_last_issue_online","title_url","first_author","title_id","embargo_info","coverage_depth","notes","publisher_name","publication_type","date_monograph_published_print","date_monograph_published_online","monograph_volume","monograph_edition","first_editor","parent_publication_title_id","preceding_publication_title_id","access_type","location","title_notes","staff_notes","vendor_id","oclc_collection_name","oclc_collection_id","oclc_entry_id","oclc_linkscheme","oclc_number","ACTION","Aleph BSN","previous_url"
,,"oclc ws","Essays and texts in honor of J. David Thomas",,,,,,,,,"http://hdl.handle.net/2333.1/7m0cg357","Traianos Gagos",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",682462981,,682462981,,4068918,
,,"oclc ws","Essays in honor of C. Bradford Welles",,,,,,,,,"http://hdl.handle.net/2333.1/51c5b4dh","Charles Bradford Welles",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",603247881,,603247881,,4068172,
,,"modified oclc ws","Essays on Ancient Egypt in Honour of Herman te Velde",,,,,,,,,"http://hdl.handle.net/2333.1/b5mkkzb1","J. van Dijk",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224929038,,3709755,
,,"oclc ws","Études mithriaques : Actes du 2e Congrès International, Téhéran, du 1er au 8 septembre 1975. (Actes du Congrès, 4)",,,,,,,,,"http://hdl.handle.net/2333.1/905qfwnx","Jacques Duchesne-Guillemin",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",680174552,,680174552,,3709746,
,,"oclc ws","Euripides papyri",,,,,,,,,"http://hdl.handle.net/2333.1/47d7wrtn","Bruce E. Donovan",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1001281925,,1001281925,,5684905,
,,"modified oclc ws","Family Religion in Babylonia, Syria and Israel : Continuity and Change in the Forms of Religious Life",,,,,,,,,"http://hdl.handle.net/2333.1/931zctbr","Karel van der Toorn",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224939789,,3710185,
,,"oclc ws","Gears from the Greeks",,,,,,,,,"http://hdl.handle.net/2333.1/jh9w12dk","Derek J. de Solla Price",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",569538090,,569538090,,5986992,
,,"modified oclc ws","Gilgameš et La Mort : Textes de Tell Haddad VI",,,,,,,,,"http://hdl.handle.net/2333.1/73n5tcws","A. Cavigneaux ",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224926227,,3709836,
,,"oclc ws","Gilgamesh and Akka",,,,,,,,,"http://hdl.handle.net/2333.1/b2rbp1jn","D. Katz",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",606116954,,606116954,,3709877,
"updated M, AN - JAS 4/12/21; OCLC # and title updated 1-8-21 gm",,"oclc ws","Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.3)",,,,,,,,,"http://hdl.handle.net/2333.1/w6m90gxt",,,,"ebook",,,"monograph",,,3,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177335a",,727878969,,3498378,"http://dlib.nyu.edu/awdl/books/gzaberichtbe03junk"
"updated M, AN - JAS 4/12/21; OCLC # and title updated 1-8-21 gm",,"oclc ws","Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.7)",,,,,,,,,"http://hdl.handle.net/2333.1/zkh18g03",,,,"ebook",,,"monograph",,,7,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177335e",,727878969,,3498378,"http://dlib.nyu.edu/awdl/books/gzaberichtbe07junk"
"updated M, AN - JAS 4/12/21; OCLC # and title updated 1-8-21 gm",,"oclc ws","Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.9)",,,,,,,,,"http://hdl.handle.net/2333.1/rfj6qgc9",,,,"ebook",,,"monograph",,,9,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177335f",,727878969,,3498378,"http://dlib.nyu.edu/awdl/books/gzaberichtbe09junk"
"OCLC # and title updated 1-8-21 gm",,"oclc ws","Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 1)",,,,,,,,,"http://hdl.handle.net/2333.1/p5hqc4gk","Hermann Junker",,,"ebook",,,"monograph",,,1,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","727878969a",,727878969,,3498378,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 10)",,,,,,,,,"http://hdl.handle.net/2333.1/73n5tgwd","Hermann Junker",,,"ebook",,,"monograph",,,10,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","727878969j",,727878969,,3498378,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 11)",,,,,,,,,"http://hdl.handle.net/2333.1/fn2z39ns","Hermann Junker",,,"ebook",,,"monograph",,,11,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","727878969k",,727878969,,3498378,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 12)",,,,,,,,,"http://hdl.handle.net/2333.1/9w0vt94h","Hermann Junker",,,"ebook",,,"monograph",,,12,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","727878969l",,727878969,,3498378,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 2)",,,,,,,,,"http://hdl.handle.net/2333.1/sxksn50w","Hermann Junker",,,"ebook",,,"monograph",,,2,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","727878969b",,727878969,,3498378,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 4)",,,,,,,,,"http://hdl.handle.net/2333.1/mcvdnjcv","Hermann Junker",,,"ebook",,,"monograph",,,4,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","727878969d",,727878969,,3498378,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 5)",,,,,,,,,"http://hdl.handle.net/2333.1/gmsbchwr","Hermann Junker",,,"ebook",,,"monograph",,,5,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","727878969e",,727878969,,3498378,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 6)",,,,,,,,,"http://hdl.handle.net/2333.1/bvq83hdv","Hermann Junker",,,"ebook",,,"monograph",,,6,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","727878969f",,727878969,,3498378,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 8)",,,,,,,,,"http://hdl.handle.net/2333.1/xpnvx5gs","Hermann Junker",,,"ebook",,,"monograph",,,8,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","727878969h",,727878969,,3498378,
,,"modified oclc ws","Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.1)",,,,,,,,,"http://hdl.handle.net/2333.1/dv41p34q",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172833a",,746172833,,3497765,"http://dlib.nyu.edu/awdl/books/grabunddenkstein01lang"
,,"modified oclc ws","Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.2)",,,,,,,,,"http://hdl.handle.net/2333.1/931zd2nj",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172833b",,746172833,,3497765,"http://dlib.nyu.edu/awdl/books/grabunddenkstein02lang"
,,"modified oclc ws","Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.3)",,,,,,,,,"http://hdl.handle.net/2333.1/59zw425k",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172833c",,746172833,,3497765,"http://dlib.nyu.edu/awdl/books/grabunddenkstein03lang"
,,"modified oclc ws","Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.4)",,,,,,,,,"http://hdl.handle.net/2333.1/1jwsv1n3",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172833d",,746172833,,3497765,"http://dlib.nyu.edu/awdl/books/grabunddenkstein04lang"
"updated M, AN - JAS 4/12/21",,"oclc ws","Grabfunde des Mittleren Reichs in den Königlichen Museen zu Berlin (pt.1)",,,,,,,,,"http://hdl.handle.net/2333.1/p8cz96dx",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172828a",,746172828,,3497745,"http://dlib.nyu.edu/awdl/books/grabfundedesmitt01kn"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Grabfunde des Mittleren Reichs in den Koniglichen Museen zu Berlin (pt.2)",,,,,,,,,"http://hdl.handle.net/2333.1/jh9w15xt",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172828b",,746172828,,3497745,"http://dlib.nyu.edu/awdl/books/grabfundedesmitt02kn"
,,"modified oclc ws","Graeco-Egyptian coffins, masks and portraits /",,,,,,,,,"http://hdl.handle.net/2333.1/wstqk17p",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172834,,746172834,,3497766,"http://dlib.nyu.edu/awdl/books/graecoegyptianco00edga"
,,"oclc ws","Grec et Latin en 1989 et 1990",,,,,,,,,"http://hdl.handle.net/2333.1/9p8czg66","Ghislaine Viré",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1022281856,,1022281856,,5986989,
,,"oclc ws","Greek documentary papyri from Egypt in the Berlin Aegyptisches Museum",,,,,,,,,"http://hdl.handle.net/2333.1/08kprwkb","Nahum Cohen",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",682390865,,682390865,,4068921,
,,"oclc ws","Greek horoscopes",,,,,,,,,"http://hdl.handle.net/2333.1/5x69pfpv","O. Neugebauer",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",685250776,,685250776,,5986990,
,,"modified oclc ws","Greek inscriptions /",,,,,,,,,"http://hdl.handle.net/2333.1/s1rn90p4",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172836,,746172836,,3497774,"http://dlib.nyu.edu/awdl/books/greekinscription00miln"
,,"modified oclc ws","Greek moulds /",,,,,,,,,"http://hdl.handle.net/2333.1/n8pk1067",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172838,,746172838,,3497776,"http://dlib.nyu.edu/awdl/books/greekmoulds00edga"
,,"oclc ws","Greek papyri",,,,,,,,,"http://hdl.handle.net/2333.1/jdfn3731","Bernard P. Grenfell",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172839,,746172839,,3497778,
,,"oclc ws","Greek papyri in the British Museum vol. 1",,,,,,,,,"http://hdl.handle.net/2333.1/2z34twmq","Frederic G. Kenyon",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","569742726a",,569742726,,7566075,
,,"oclc ws","Greek papyri in the British Museum vol. 2",,,,,,,,,"http://hdl.handle.net/2333.1/z612jw8t","Frederic G. Kenyon",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","569742726b",,569742726,,7566075,
,,"oclc ws","Greek papyri in the British Museum vol. 3",,,,,,,,,"http://hdl.handle.net/2333.1/tdz08vsn","Frederic G. Kenyon",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","569742726c",,569742726,,7566075,
,,"modified oclc ws","Greek sculpture",,,,,,,,,"http://hdl.handle.net/2333.1/hmgqnwcd",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",733855588,,733855588,,3497779,"http://dlib.nyu.edu/awdl/books/greeksculpture00edga"
,,"oclc ws","Greek terms for Roman institutions",,,,,,,,,"http://hdl.handle.net/2333.1/dbrv1b19","Hugh J. Mason",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",681903291,,681903291,,4068221,
,,"modified oclc ws","Greek vases / ",,,,,,,,,"http://hdl.handle.net/2333.1/cvdncvw9",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172844,,746172844,,3497782,"http://dlib.nyu.edu/awdl/books/greekvases00edga"
,,"oclc ws","Grundlagen des koptischen Satzbaus v.1",,,,,,,,,"http://hdl.handle.net/2333.1/cnp5ht4z","Hans Jakob Polotsky",,,"ebook",,,"monograph",,,1,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","664425573a",,664425573,,4068796,
,,"oclc ws","Grundlagen des koptischen Satzbaus v.2",,,,,,,,,"http://hdl.handle.net/2333.1/rn8pk58j","Hans Jakob Polotsky",,,"ebook",,,"monograph",,,2,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","664425573b",,664425573,,4068796,
,,"modified oclc ws","Guardians of the Gate : Angelic Vice Regency in Late Antiquity",,,,,,,,,"http://hdl.handle.net/2333.1/0zpc880j","Nathaniel Deutsch",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224943183,,3709771,
,,"modified oclc ws","Gudea's Temple Building : The Representation of an Early Mesopotamian Ruler in Text and Image",,,,,,,,,"http://hdl.handle.net/2333.1/v15dv5xz","C.E. Suter",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224917159,,3709831,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Histoire de l'ordre lotiforme : ètude d'archèlogie ègyptienne /",,,,,,,,,"http://hdl.handle.net/2333.1/bvq83npm",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172849,,746172849,,3497800,"http://dlib.nyu.edu/awdl/books/histoiredelordre00fouc"
,,"modified oclc ws","Historical studies /",,,,,,,,,"http://hdl.handle.net/2333.1/73n5tn5c",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172851,,746172851,,3497803,"http://dlib.nyu.edu/awdl/books/historicalstudie00knob"
,,"oclc ws","History and Historical Writing in Ancient Israel : Studies in Biblical Historiography",,,,,,,,,"http://hdl.handle.net/2333.1/t1g1jzpv","Tomoo Ishida",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",607442964,,607442964,,3710175,
,,"oclc ws","Images, power, and politics",,,,,,,,,"http://hdl.handle.net/2333.1/j6q578zf","Barbara N. Porter",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1022269371,,1022269371,,5987001,
,,"oclc ws","Imperial estates in Roman Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/0gb5mrbr","George M. Parássoglou",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",763082288,,763082288,,4068225,
,,"oclc ws","In pursuit of invisibility : ritual texts from Late Roman Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/bnzs7kwq","Richard L. Phillips",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1046056912,,1046056912,,4068928,
,,"oclc ws","Inventory of compulsory services in Ptolemaic and Roman Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/547d809c","Naphtali Lewis",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",669336162,,669336162,,4092982,
"Use oclc # 645638125",,"oclc ws","ISAW newsletter",,,2008,,,,,,"http://isaw.nyu.edu/publications/newsletters",,,,"fulltext",,,"serial",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",645638125,,645638125,,7839073,
" ",,"oclc ws","ISAW papers","2164-1471","2164-1471",2011,,,,,,"http://isaw.nyu.edu/publications/isaw-papers",,,,"fulltext",,,"serial",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","c5644.330",,756047783,,3551336,
,,"oclc ws","It is our father who writes : orders from the Monastery of Apollo at Bawit (P.Bawit Clackson)",,,,,,,,,"http://hdl.handle.net/2333.1/gf1vhmd4","Sarah Clackson",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1046056239,,1046056239,,4084897,
"Updated this line",,"modified oclc ws","Ivory from Muziris",,,,,,,,,"http://doi.org/2333.1/p5hqc1c7","Federico De Romanis",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1225156152,,3973240,
,,"oclc ws","Judaea and Mediterranean Politics, 219 to 161 B.C.E.",,,,,,,,,"http://hdl.handle.net/2333.1/w6m907nf","Dov Gera",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",645886318,,645886318,,3709773,
"add title manually and shared global on 12/10/2020 jk",,"new title","Karanòg v.3",,,,,,,,,"http://hdl.handle.net/2333.1/3bk3jg9s","David Randall-MacIver",,,"ebook",,,"monograph",,,,,,3,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,271188482,,3497816,
"add title manually and shared global on 12/10/2020 jk",,"new title","Karanòg v.4",,,,,,,,,"http://hdl.handle.net/2333.1/2bvq8830","David Randall-MacIver",,,"ebook",,,"monograph",,,,,,4,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,271188482,,3497816,
,,"modified oclc ws","Königliche Verfügungen in altbabylonischer Zeit",,,,,,,,,"http://hdl.handle.net/2333.1/80gb5pd0","F.R. Kraus",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224936904,,3709761,
,,"modified oclc ws","Koptische Kunst /",,,,,,,,,"http://hdl.handle.net/2333.1/ttdz0krd",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172852,,746172852,,3497823,"http://dlib.nyu.edu/awdl/books/koptischekunst00strz"
,,"modified oclc ws","Koptos",,,,,,,,,"http://hdl.handle.net/2333.1/q573ngxw",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",920220585,,920220585,,3497831,"http://dlib.nyu.edu/awdl/books/koptos00petr"
,,"oclc ws","Kos between Hellenism and Rome",,,,,,,,,"http://hdl.handle.net/2333.1/z612jwsf","Kostas Buraselis",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",81905753,,81905753,,7566626,
" ",,"oclc ws","Kronos, Shiva, & Asklepios : studies in magical gems and religions of the Roman Empire",,,2011,,,2011,,,"http://hdl.handle.net/2333.1/2547df4h","Mastrocinque, Attilio",,,"ebook",,"American Philosophical Society","monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","c5644.424",,900165399,,5986994,
,,"oclc ws","L'agronomie de la Mésopotamie antique : Analyse du «Livre de l'agriculture nabatéenne» de Qûtâmä",,,1995,,,1995,,,"http://hdl.handle.net/2333.1/47d7wnv8","Mohammed El Faïz",,,"ebook",,"Brill","monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","c5644.851",,945912262,,3710182,
,,"modified oclc ws","L'art égyptien : choix de documents, accompagnés d'indications bibliographiques",,,,,,,,,"http://hdl.handle.net/2333.1/p5hqc8q3",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",707604193,,707604193,,3497857,"http://dlib.nyu.edu/awdl/books/lartgyptiencho00capa"
" ",,"oclc ws","L'Exploration des nécropoles de la montagne d'Antinoë : fouilles exécutées en 1901-1902",,,,,,,,,"http://hdl.handle.net/2333.1/vq83bw9t",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172877,,746172877,,3497879,"http://dlib.nyu.edu/awdl/books/lexplorationdesn00slsn"
,,"modified oclc ws","La faune momifiée de l'antique Égypte",,,,,,,,,"http://hdl.handle.net/2333.1/9w0vtffh",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",733869120,,733869120,,3497842,"http://dlib.nyu.edu/awdl/books/lafaunemomifie00gail"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","La mosquée el-Rifaï au Caire",,,,,,,,,"http://hdl.handle.net/2333.1/2bvq8dc",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172857,,746172857,,3497848,"http://dlib.nyu.edu/awdl/books/lamosqueelrifa00herz"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","La necropoli di Sciatbi (v.1)",,,,,,,,,"http://hdl.handle.net/2333.1/xksn0d22",,,,"ebook",,,"monograph",,,1,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","769625962a",,769625962,,3497851,"http://dlib.nyu.edu/awdl/books/lanecropolidisci01brec"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","La necropoli di Sciatbi (v.2)",,,,,,,,,"http://hdl.handle.net/2333.1/sxksn965",,,,"ebook",,,"monograph",,,2,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","769625962b",,769625962,,3497851,"http://dlib.nyu.edu/awdl/books/lanecropolidisci02brec"
,,"oclc ws","La reine Hatchepsout : Sources et problèmes",,,,,,,,,"http://hdl.handle.net/2333.1/rxwdbtpg","S. Ratié",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",644242675,,644242675,,3709762,
,,"oclc ws","La sitométrie dans les archives de Zénon",,,,,,,,,"http://hdl.handle.net/2333.1/bnzs7nxc","T. Reekmans",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",669331691,,669331691,,5684199,
,,"oclc ws","Le bordereau d'ensemencement dans l'Égypte ptolémaïque",,,,,,,,,"http://hdl.handle.net/2333.1/34tmpnfv","Pierre Vidal-Naquet",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",682462952,,682462952,,5987013,
,,"modified oclc ws","Le livre des rois d'Égypte : recueil de titres et protocoles royaux, noms propres de rois, reines, princes et princesses, noms de pyramides et de temples solaires, suivi d'un index alphabétique",,,,,,,,,"http://hdl.handle.net/2333.1/jdfn386z",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172863,,746172863,,3497859,"http://dlib.nyu.edu/awdl/books/lelivredesroisd21gaut"
,,"modified oclc ws","Le musée des bateaux de Chéops près la grande pyramide de Gizah",,,,,,,,,"http://hdl.handle.net/2333.1/dncjt7n7",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172864,,746172864,,3497862,"http://dlib.nyu.edu/awdl/books/lemusedesbatea00unit"
,,"modified oclc ws","Le Musée égyptien recueil de monuments et de notices sur les fouilles d'Égypte",,,,,,,,,"http://hdl.handle.net/2333.1/8w9gj73v",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172866,,746172866,,3497863,"http://dlib.nyu.edu/awdl/books/lemusegyptie02egyp"
,,"oclc ws","Le Nome Hermopolite",,,,,,,,,"http://hdl.handle.net/2333.1/g4f4qx0v","Marie Drew-Bear",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",681278018,,681278018,,4084287,
,,"oclc ws","Le régime administratif de l'eau du Nil dans l'Égypte grecque, romaine et byzantine",,,,,,,,,"http://hdl.handle.net/2333.1/z08kptmw","Danielle Bonneau",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",651677013,,651677013,,3709893,
,,"oclc ws","Le stratège du nome",,,,,,,,,"http://hdl.handle.net/2333.1/k6djhh6k","Nicolas Hohlwein",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",669331686,,669331686,,5987019,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Le temple de Kalabchah (fasc.1)",,,,,,,,,"http://hdl.handle.net/2333.1/rxwdc30g",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172869a",,746172869,,3497866,"http://dlib.nyu.edu/awdl/books/letempledekalabc01gaut"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Le temple de Kalabchah (fasc.2)",,,,,,,,,"http://hdl.handle.net/2333.1/n5tb32hd",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172869b",,746172869,,3497866,"http://dlib.nyu.edu/awdl/books/letempledekalabc02gaut"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Le temple de Kalabchah (fasc.3)",,,,,,,,,"http://hdl.handle.net/2333.1/hdr7t204",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172869c",,746172869,,3497866,"http://dlib.nyu.edu/awdl/books/letempledekalabc03gaut"
"updated M, AN - JAS 4/12/21; updated title JS 3/31/21",,"oclc ws","Le temple de Ouadi es-Sebouâ‚",,,,,,,,,"http://hdl.handle.net/2333.1/cnp5j1d9",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172873,,746172873,,3497871,"http://dlib.nyu.edu/awdl/books/letempledeouadie01gaut"
