publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
Gears from the Greeks 									http://hdl.handle.net/2333.1/jh9w12dk	Derek J. de Solla Price			ebook							Ancient World Digital Library	global.5644.217	569538090		569538090	
Gilgameš et La Mort : Textes de Tell Haddad VI 									http://hdl.handle.net/2333.1/73n5tcws	A. Cavigneaux 										Ancient World Digital Library	global.5644.217			1224926227	
Gilgamesh and Akka 									http://hdl.handle.net/2333.1/b2rbp1jn	D. Katz			ebook							Ancient World Digital Library	global.5644.217	606116954		606116954	
Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.3) 									http://hdl.handle.net/2333.1/w6m90gxt				ebook							Ancient World Digital Library	global.5644.217	746177335a		727878969	
Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.7) 									http://hdl.handle.net/2333.1/zkh18g03				ebook							Ancient World Digital Library	global.5644.217	746177335e		727878969	
Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.9) 									http://hdl.handle.net/2333.1/rfj6qgc9				ebook							Ancient World Digital Library	global.5644.217	746177335f		727878969	
Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 1) 									http://hdl.handle.net/2333.1/p5hqc4gk	Hermann Junker			ebook							Ancient World Digital Library	global.5644.217	727878969a		727878969	
Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 10) 									http://hdl.handle.net/2333.1/73n5tgwd	Hermann Junker			ebook							Ancient World Digital Library	global.5644.217	727878969j		727878969	
Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 11) 									http://hdl.handle.net/2333.1/fn2z39ns	Hermann Junker			ebook							Ancient World Digital Library	global.5644.217	727878969k		727878969	
Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 12) 									http://hdl.handle.net/2333.1/9w0vt94h	Hermann Junker			ebook							Ancient World Digital Library	global.5644.217	727878969l		727878969	
Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 2) 									http://hdl.handle.net/2333.1/sxksn50w	Hermann Junker			ebook							Ancient World Digital Library	global.5644.217	727878969b		727878969	
Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 4) 									http://hdl.handle.net/2333.1/mcvdnjcv	Hermann Junker			ebook							Ancient World Digital Library	global.5644.217	727878969d		727878969	
Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 5) 									http://hdl.handle.net/2333.1/gmsbchwr	Hermann Junker			ebook							Ancient World Digital Library	global.5644.217	727878969e		727878969	
Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 6) 									http://hdl.handle.net/2333.1/bvq83hdv	Hermann Junker			ebook							Ancient World Digital Library	global.5644.217	727878969f		727878969	
Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 8) 									http://hdl.handle.net/2333.1/xpnvx5gs	Hermann Junker			ebook							Ancient World Digital Library	global.5644.217	727878969h		727878969	
Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.1) 									http://hdl.handle.net/2333.1/dv41p34q				ebook							Ancient World Digital Library	global.5644.217	746172833a		746172833	
Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.2) 									http://hdl.handle.net/2333.1/931zd2nj				ebook							Ancient World Digital Library	global.5644.217	746172833b		746172833	
Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.3) 									http://hdl.handle.net/2333.1/59zw425k				ebook							Ancient World Digital Library	global.5644.217	746172833c		746172833	
Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.4) 									http://hdl.handle.net/2333.1/1jwsv1n3				ebook							Ancient World Digital Library	global.5644.217	746172833d		746172833	
Grabfunde des Mittleren Reichs in den Königlichen Museen zu Berlin (pt.1) 									http://hdl.handle.net/2333.1/p8cz96dx				ebook							Ancient World Digital Library	global.5644.217	746172828a		746172828	
Grabfunde des Mittleren Reichs in den Koniglichen Museen zu Berlin (pt.2) 									http://hdl.handle.net/2333.1/jh9w15xt				ebook							Ancient World Digital Library	global.5644.217	746172828b		746172828	
Graeco-Egyptian coffins, masks and portraits / 									http://hdl.handle.net/2333.1/wstqk17p				ebook							Ancient World Digital Library	global.5644.217	746172834		746172834	
Grec et Latin en 1989 et 1990 									http://hdl.handle.net/2333.1/9p8czg66	Ghislaine Viré			ebook							Ancient World Digital Library	global.5644.217	1022281856		1022281856	
Greek documentary papyri from Egypt in the Berlin Aegyptisches Museum 									http://hdl.handle.net/2333.1/08kprwkb	Nahum Cohen			ebook							Ancient World Digital Library	global.5644.217	682390865		682390865	
Greek horoscopes 									http://hdl.handle.net/2333.1/5x69pfpv	O. Neugebauer			ebook							Ancient World Digital Library	global.5644.217	685250776 		685250776 	
Greek inscriptions / 									http://hdl.handle.net/2333.1/s1rn90p4				ebook							Ancient World Digital Library	global.5644.217	746172836		746172836	
Greek moulds / 									http://hdl.handle.net/2333.1/n8pk1067				ebook							Ancient World Digital Library	global.5644.217	746172838		746172838	
Greek papyri 									http://hdl.handle.net/2333.1/jdfn3731	Bernard P. Grenfell			ebook							Ancient World Digital Library	global.5644.217	746172839		746172839	
Greek papyri in the British Museum vol. 1 									http://hdl.handle.net/2333.1/2z34twmq	Frederic G. Kenyon			ebook							Ancient World Digital Library	global.5644.217	569742726a		569742726	
Greek papyri in the British Museum vol. 2 									http://hdl.handle.net/2333.1/z612jw8t	Frederic G. Kenyon			ebook							Ancient World Digital Library	global.5644.217	569742726b		569742726	
Greek papyri in the British Museum vol. 3 									http://hdl.handle.net/2333.1/tdz08vsn	Frederic G. Kenyon			ebook							Ancient World Digital Library	global.5644.217	569742726c		569742726	
Greek sculpture 									http://hdl.handle.net/2333.1/hmgqnwcd				ebook							Ancient World Digital Library	global.5644.217	733855588		733855588	
Greek terms for Roman institutions 									http://hdl.handle.net/2333.1/dbrv1b19	Hugh J. Mason			ebook							Ancient World Digital Library	global.5644.217	681903291		681903291	
Greek vases /  									http://hdl.handle.net/2333.1/cvdncvw9				ebook							Ancient World Digital Library	global.5644.217	746172844		746172844	
Grundlagen des koptischen Satzbaus v.1 									http://hdl.handle.net/2333.1/cnp5ht4z	Hans Jakob Polotsky			ebook							Ancient World Digital Library	global.5644.217	664425573a		664425573	
Grundlagen des koptischen Satzbaus v.2 									http://hdl.handle.net/2333.1/rn8pk58j	Hans Jakob Polotsky			ebook							Ancient World Digital Library	global.5644.217	664425573b		664425573	
Guardians of the Gate : Angelic Vice Regency in Late Antiquity 									http://hdl.handle.net/2333.1/0zpc880j	Nathaniel Deutsch										Ancient World Digital Library	global.5644.217			1224943183	
Gudea's Temple Building : The Representation of an Early Mesopotamian Ruler in Text and Image 									http://hdl.handle.net/2333.1/v15dv5xz	C.E. Suter										Ancient World Digital Library	global.5644.217			1224917159	
Histoire de l'ordre lotiforme : ètude d'archèlogie ègyptienne / 									http://hdl.handle.net/2333.1/bvq83npm				ebook							Ancient World Digital Library	global.5644.217	746172849		746172849	
Historical studies / 									http://hdl.handle.net/2333.1/73n5tn5c				ebook							Ancient World Digital Library	global.5644.217	746172851		746172851	
History and Historical Writing in Ancient Israel : Studies in Biblical Historiography 									http://hdl.handle.net/2333.1/t1g1jzpv	Tomoo Ishida			ebook							Ancient World Digital Library	global.5644.217	607442964		607442964	
Images, power, and politics 									http://hdl.handle.net/2333.1/j6q578zf	Barbara N. Porter			ebook							Ancient World Digital Library	global.5644.217	1022269371		1022269371	
Imperial estates in Roman Egypt 									http://hdl.handle.net/2333.1/0gb5mrbr	George M. Parássoglou			ebook							Ancient World Digital Library	global.5644.217	763082288		763082288	
In pursuit of invisibility : ritual texts from Late Roman Egypt 									http://hdl.handle.net/2333.1/bnzs7kwq	Richard L. Phillips			ebook							Ancient World Digital Library	global.5644.217	1046056912		1046056912	
Inventory of compulsory services in Ptolemaic and Roman Egypt 									http://hdl.handle.net/2333.1/547d809c	Naphtali Lewis			ebook							Ancient World Digital Library	global.5644.217	669336162		669336162	
ISAW newsletter 			2008						http://isaw.nyu.edu/publications/newsletters				fulltext							Ancient World Digital Library	global.5644.217	645638125		645638125	
ISAW papers 	2164-1471	2164-1471	2011						http://isaw.nyu.edu/publications/isaw-papers				fulltext							Ancient World Digital Library	global.5644.217	c5644.330		756047783	
It is our father who writes : orders from the Monastery of Apollo at Bawit (P.Bawit Clackson) 									http://hdl.handle.net/2333.1/gf1vhmd4	Sarah Clackson			ebook							Ancient World Digital Library	global.5644.217	1046056239		1046056239	
Ivory from Muziris 									http://doi.org/2333.1/p5hqc1c7	Federico De Romanis										Ancient World Digital Library	global.5644.217			1225156152	
Judaea and Mediterranean Politics, 219 to 161 B.C.E. 									http://hdl.handle.net/2333.1/w6m907nf	Dov Gera			ebook							Ancient World Digital Library	global.5644.217	645886318		645886318	
Karanòg v.3 									http://hdl.handle.net/2333.1/3bk3jg9s	David Randall-MacIver			ebook							Ancient World Digital Library	global.5644.217			271188482	
Karanòg v.4 									http://hdl.handle.net/2333.1/2bvq8830	David Randall-MacIver			ebook							Ancient World Digital Library	global.5644.217			271188482	
Königliche Verfügungen in altbabylonischer Zeit 									http://hdl.handle.net/2333.1/80gb5pd0	F.R. Kraus										Ancient World Digital Library	global.5644.217			1224936904	
Koptische Kunst / 									http://hdl.handle.net/2333.1/ttdz0krd				ebook							Ancient World Digital Library	global.5644.217	746172852		746172852	
Koptos 									http://hdl.handle.net/2333.1/q573ngxw				ebook							Ancient World Digital Library	global.5644.217	920220585		920220585	
Kos between Hellenism and Rome 									http://hdl.handle.net/2333.1/z612jwsf	Kostas Buraselis			ebook							Ancient World Digital Library	global.5644.217	81905753		81905753	
Kronos, Shiva, & Asklepios : studies in magical gems and religions of the Roman Empire 			2011			2011			http://hdl.handle.net/2333.1/2547df4h	Mastrocinque, Attilio			ebook		American Philosophical Society					Ancient World Digital Library	global.5644.217	c5644.424		900165399	
L'agronomie de la Mésopotamie antique : Analyse du «Livre de l'agriculture nabatéenne» de Qûtâmä 			1995			1995			http://hdl.handle.net/2333.1/47d7wnv8	Mohammed El Faïz			ebook		Brill					Ancient World Digital Library	global.5644.217	c5644.851		945912262	
L'art égyptien : choix de documents, accompagnés d'indications bibliographiques 									http://hdl.handle.net/2333.1/p5hqc8q3				ebook							Ancient World Digital Library	global.5644.217	707604193		707604193	
L'Exploration des nécropoles de la montagne d'Antinoë : fouilles exécutées en 1901-1902 									http://hdl.handle.net/2333.1/vq83bw9t				ebook							Ancient World Digital Library	global.5644.217	746172877		746172877	
La faune momifiée de l'antique Égypte 									http://hdl.handle.net/2333.1/9w0vtffh				ebook							Ancient World Digital Library	global.5644.217	733869120		733869120	
La mosquée el-Rifaï au Caire 									http://hdl.handle.net/2333.1/2bvq8dc				ebook							Ancient World Digital Library	global.5644.217	746172857		746172857	
La necropoli di Sciatbi (v.1) 									http://hdl.handle.net/2333.1/xksn0d22				ebook							Ancient World Digital Library	global.5644.217	769625962a		769625962	
La necropoli di Sciatbi (v.2) 									http://hdl.handle.net/2333.1/sxksn965				ebook							Ancient World Digital Library	global.5644.217	769625962b		769625962	
La reine Hatchepsout : Sources et problèmes 									http://hdl.handle.net/2333.1/rxwdbtpg	S. Ratié			ebook							Ancient World Digital Library	global.5644.217	644242675		644242675	
La sitométrie dans les archives de Zénon 									http://hdl.handle.net/2333.1/bnzs7nxc	T. Reekmans			ebook							Ancient World Digital Library	global.5644.217	669331691		669331691	
Le bordereau d'ensemencement dans l'Égypte ptolémaïque 									http://hdl.handle.net/2333.1/34tmpnfv	Pierre Vidal-Naquet			ebook							Ancient World Digital Library	global.5644.217	682462952		682462952	
Le livre des rois d'Égypte : recueil de titres et protocoles royaux, noms propres de rois, reines, princes et princesses, noms de pyramides et de temples solaires, suivi d'un index alphabétique 									http://hdl.handle.net/2333.1/jdfn386z				ebook							Ancient World Digital Library	global.5644.217	746172863		746172863	
Le musée des bateaux de Chéops près la grande pyramide de Gizah 									http://hdl.handle.net/2333.1/dncjt7n7				ebook							Ancient World Digital Library	global.5644.217	746172864		746172864	
Le Musée égyptien recueil de monuments et de notices sur les fouilles d'Égypte 									http://hdl.handle.net/2333.1/8w9gj73v				ebook							Ancient World Digital Library	global.5644.217	746172866		746172866	
Le Nome Hermopolite 									http://hdl.handle.net/2333.1/g4f4qx0v	Marie Drew-Bear			ebook							Ancient World Digital Library	global.5644.217	681278018		681278018	
Le régime administratif de l'eau du Nil dans l'Égypte grecque, romaine et byzantine 									http://hdl.handle.net/2333.1/z08kptmw	Danielle Bonneau			ebook							Ancient World Digital Library	global.5644.217	651677013		651677013	
Le stratège du nome 									http://hdl.handle.net/2333.1/k6djhh6k	Nicolas Hohlwein			ebook							Ancient World Digital Library	global.5644.217	669331686		669331686	
Le temple de Kalabchah (fasc.1) 									http://hdl.handle.net/2333.1/rxwdc30g				ebook							Ancient World Digital Library	global.5644.217	746172869a		746172869	
Le temple de Kalabchah (fasc.2) 									http://hdl.handle.net/2333.1/n5tb32hd				ebook							Ancient World Digital Library	global.5644.217	746172869b		746172869	
Le temple de Kalabchah (fasc.3) 									http://hdl.handle.net/2333.1/hdr7t204				ebook							Ancient World Digital Library	global.5644.217	746172869c		746172869	
Le temple de Ouadi es-Sebouâ‚ 									http://hdl.handle.net/2333.1/cnp5j1d9				ebook							Ancient World Digital Library	global.5644.217	746172873		746172873	
Leçons sur l'art égyptien 									http://hdl.handle.net/2333.1/d7wm3jtp				ebook							Ancient World Digital Library	global.5644.217	565971799		565971799	
Les antiquites egyptiennes de la collection Fouquet 									http://hdl.handle.net/2333.1/547d86ms				ebook							Ancient World Digital Library	global.5644.217	746177332		746177332	
Les débuts de l’art en Égypte 									http://hdl.handle.net/2333.1/69p8d8b4				ebook							Ancient World Digital Library	global.5644.217	894278021		894278021	
Les ostraca grecs de la collection Charles-Edwin Wilbour au Musée de Brooklyn 									http://hdl.handle.net/2333.1/6q573xnt	Claire Préaux			ebook							Ancient World Digital Library	global.5644.217	1176371766		1176371766	
Les portraits d'Antinoé au Musée Guimet 									http://hdl.handle.net/2333.1/wpzgn3gc				ebook							Ancient World Digital Library	global.5644.217	746172867		746172867	
Les ressources et les activités économiques des églises en Égypte du IVe au VIIIe siècle 									http://hdl.handle.net/2333.1/ffbg7gqg	Ewa Wipszycka			ebook							Ancient World Digital Library	global.5644.217	681860804 		681860804 	
Les titulatures impériales dans les papyrus, les ostraca et les inscriptions d'Égypte (30 a.C.-284 p.C.) 									http://hdl.handle.net/2333.1/gf1vhpdj	Paul Bureth			ebook							Ancient World Digital Library	global.5644.217	680115902		680115902	
Letters from Collections in Philadelphia, Chicago and Berkeley 									http://hdl.handle.net/2333.1/8931zfkz	M. Stol			ebook							Ancient World Digital Library	global.5644.217	945914503		945914503	
Letters from Yale : Transliterated and Translated 									http://hdl.handle.net/2333.1/mgqnkc5s	M. Stol										Ancient World Digital Library	global.5644.217			1182549981	
Letters in the British Museum : Transliterated and Translated, Part 2 									http://hdl.handle.net/2333.1/4j0zpf1g	W.H. van Soldt										Ancient World Digital Library	global.5644.217			1182548472	
Lob der Ištar : Gebet und Ritual an die altbabylonische Venusgöttin 									http://hdl.handle.net/2333.1/qfttf0vp	B. Groneberg										Ancient World Digital Library	global.5644.217			1224930114	
Magic and divination in ancient Palestine and Syria 	9789004105133		1996			1996			http://hdl.handle.net/2333.1/59zw3svk	Jeffers, Ann.			ebook		Brill					Ancient World Digital Library	global.5644.217	c5644.847		1141869171	
Manuscrits coptes / 									http://hdl.handle.net/2333.1/m63xsv84				ebook							Ancient World Digital Library	global.5644.217	784193026		784193026	
Mari and the Bible 									http://hdl.handle.net/2333.1/dncjt0d3	Abraham Malamat			ebook							Ancient World Digital Library	global.5644.217	606990448		606990448	
Matériaux pour servir à l’établissement d’un dictionnaire d’archéologie égyptienne 									http://hdl.handle.net/2333.1/bnzs7t7k				ebook							Ancient World Digital Library	global.5644.217	746172883		746172883	
Mémoire sur les fouilles de Licht / 									http://hdl.handle.net/2333.1/pzgmsnh2				ebook							Ancient World Digital Library	global.5644.217	746172909		746172909	
Memphis I / 									http://hdl.handle.net/2333.1/70rxwqbg				ebook							Ancient World Digital Library	global.5644.217	899966585		899966585	
Mesopotamian Magic: Textual, Historical and Interpretative Perspectives 									http://hdl.handle.net/2333.1/vx0k6gf4	T. Abusch 										Ancient World Digital Library	global.5644.217			1224945923	
Mesopotamian Planetary Astronomy-Astrology 									http://hdl.handle.net/2333.1/sxksn1zt	D. Brown			ebook							Ancient World Digital Library	global.5644.217	988917284		988917284	
Mesopotamian Poetic Language: Sumerian and Akkadian : Proceedings of the Groningen Group for the Study of Mesopotamian Literature, Volume 2 									http://hdl.handle.net/2333.1/jdfn30xc	H.L.J. Vanstiphout 										Ancient World Digital Library	global.5644.217			1224929194	
Mesopotamian Protective Spirits : the ritual texts 									http://hdl.handle.net/2333.1/zpc868st	F.A.M. Wiggerman			ebook							Ancient World Digital Library	global.5644.217	615013042		615013042	
Meydum and Memphis (III) / 									http://hdl.handle.net/2333.1/zgmsbpjp				ebook							Ancient World Digital Library	global.5644.217	54937011		54937011	
Michigan papyri (P. Mich. XII) 									http://hdl.handle.net/2333.1/8kprr9fb	Gerald M. Browne			ebook							Ancient World Digital Library	global.5644.217	669331611		669331611	
Michigan papyri XIV 									http://hdl.handle.net/2333.1/bcc2fwf8	Vincent P. McCarren			ebook							Ancient World Digital Library	global.5644.217	681818685		681818685	
Mining the archives : festschrift for Christopher Walker on the occasion of his 60th birthday, 4 October 2002 									http://hdl.handle.net/2333.1/qbzkh5rk	Cornelia Wunsch			ebook							Ancient World Digital Library	global.5644.217	c5644.212		681454637	
Miroirs / 									http://hdl.handle.net/2333.1/tqjq2p2s				ebook							Ancient World Digital Library	global.5644.217	746172907		746172907	
Models of ships and boats / 									http://hdl.handle.net/2333.1/k6djhmzh				ebook							Ancient World Digital Library	global.5644.217	746177237		746177237	
Monastic estates in late antique and early Islamic Egypt 									http://hdl.handle.net/2333.1/3tx962p2	Sarah Clackson			ebook							Ancient World Digital Library	global.5644.217	984129401		984129401	
Monuments de l'Égypte et de la Nubie 									http://hdl.handle.net/2333.1/9s4mwhnz				ebook							Ancient World Digital Library	global.5644.217	746177240		746177240	
Municipalité d'Alexandrie Alexandrea ad Aegyptum; guide de la ville ancienne et moderne et du Musée gréco-romain 									http://hdl.handle.net/2333.1/280gbgnr				ebook							Ancient World Digital Library	global.5644.217	881561184		881561184	
Narrative of the operations and recent discoveries within the pyramids, temples, tombs, and excavations in Egypt and Nubia : and of a journey to the coast of the Red Sea in search of the ancient Berenice, and of another to the oasis of Jupiter Ammon. / 									http://hdl.handle.net/2333.1/xgxd2g9r				ebook							Ancient World Digital Library	global.5644.217	718100157		718100157	
Naukratis. 									http://hdl.handle.net/2333.1/sqv9sfr1				ebook							Ancient World Digital Library	global.5644.217	746177246		746177246	
Nekropolis 									http://hdl.handle.net/2333.1/xgxd26w6	Rudolf Pagenstecher			ebook							Ancient World Digital Library	global.5644.217	791947735		791947735	
Notice explicative des ruines du temple de Louxor / 									http://hdl.handle.net/2333.1/nzs7hf6n				ebook							Ancient World Digital Library	global.5644.217	746177248		746177248	
Notice sur les antiquités égyptiennes du Musée de Lyon 									http://hdl.handle.net/2333.1/j6q57dqk				ebook							Ancient World Digital Library	global.5644.217	746177249		746177249	
Numismatique : Égypte ancienne (pt.1) 									http://hdl.handle.net/2333.1/djh9w9zd				ebook							Ancient World Digital Library	global.5644.217	746177252s		746177252	
Numismatique : Égypte ancienne (pt.2) 									http://hdl.handle.net/2333.1/8sf7m9gh				ebook							Ancient World Digital Library	global.5644.217	746177252b		746177252	
Octavian's campsite memorial for the Actian War 									http://hdl.handle.net/2333.1/4xgxd7dk	William Michael Murray			ebook							Ancient World Digital Library	global.5644.217	80562843		80562843	
On government and law in Roman Egypt 									http://hdl.handle.net/2333.1/mw6m94sf	Naphtali Lewis			ebook							Ancient World Digital Library	global.5644.217	984128333		984128333	
Origins : The Ancient Near Eastern Background of Some Modern Western Institutions 									http://hdl.handle.net/2333.1/573n5w3j	William W. Hallo			ebook							Ancient World Digital Library	global.5644.217	604637123		604637123	
Ostraka from Trimithis. 									http://hdl.handle.net/2333.1/37pvmfb9				ebook							Ancient World Digital Library	global.5644.217	794976671		794976671	
Ostraka in the Royal Ontario Museum II 									http://hdl.handle.net/2333.1/cjsxkz48	Alan Edouard Samuel			ebook							Ancient World Digital Library	global.5644.217	972352582		972352582	
P.Berl. 9825 : an elaborate horoscope for 319 CE and its significance for Greek astronomical and astrological practice 			2017			2017			http://doi.org/2333.1/brv15m2n	Greenbaum, Dorian Gieseler			ebook		Institute for the Study of the Ancient World, New York University					Ancient World Digital Library	global.5644.217	c5644.331		1004237025	
P.Michigan XVI : a Greek love charm from Egypt (P. Mich. 757) 									http://hdl.handle.net/2333.1/7sqv9xn5	David Gray Martinez			ebook							Ancient World Digital Library	global.5644.217	984128244		984128244	
Palestinian Bichrome Ware 									http://hdl.handle.net/2333.1/np5hqdth	Claire Epstein			ebook							Ancient World Digital Library	global.5644.217	1134522909		1134522909	
Pan du désert 									http://hdl.handle.net/2333.1/hdr7ssp4	A. Bernand										Ancient World Digital Library	global.5644.217			1224916209	
Papyri from the Michigan collection (P.Mich XI) 									http://hdl.handle.net/2333.1/1c59zzsq	John C. Shelton			ebook							Ancient World Digital Library	global.5644.217	580600908		580600908	
Papyri in memory of P.J. Sijpesteijn (P. Sijp.) 									http://hdl.handle.net/2333.1/qnk98z3x	Adriaan Johan Boudewijn Sirks			ebook							Ancient World Digital Library	global.5644.217	651754364		651754364	
Papyri in the collection of the Erasmus University (Rotterdam) (P. Erasm. I) 									http://hdl.handle.net/2333.1/k0p2nrzh	P. J. Sijpesteijn			ebook							Ancient World Digital Library	global.5644.217	669316206		669316206	
Papyri variae Alexandrinae et Gissenses 									http://hdl.handle.net/2333.1/tmpg4mgv	Jacques Schwartz			ebook							Ancient World Digital Library	global.5644.217	579203240		579203240	
Papyrus grecs d'époque byzantine (t.1) 									http://hdl.handle.net/2333.1/rr4xh7h2				ebook							Ancient World Digital Library	global.5644.217	746177253a		746177253	
Papyrus grecs d'époque byzantine (t.2) 									http://hdl.handle.net/2333.1/n02v7716				ebook							Ancient World Digital Library	global.5644.217	746177253b		746177253	
Papyrus grecs d'époque byzantine (t.3) 									http://hdl.handle.net/2333.1/h9w0w46k				ebook							Ancient World Digital Library	global.5644.217	746177253c		746177253	
Preliminary report on early Byzantine pottery from a building complex at Kenchreai (Greece)  									http://doi.org/2333.1/q83bk6k7	Sebastian Heath										Ancient World Digital Library	global.5644.217			1225156166	
Primitive art in Egypt / 									http://hdl.handle.net/2333.1/08kps24d				ebook							Ancient World Digital Library	global.5644.217	746177259		746177259	
Principaux monuments du Musee egyptien de Florence 									http://hdl.handle.net/2333.1/tx95xc6p	William B. Berend			ebook							Ancient World Digital Library	global.5644.217	746177266		746177266	
Principles of the Relation between Local Adverb, Verb and Sentence Particle in Hittite 									http://hdl.handle.net/2333.1/3r228292	F.A. Tjerkstra			ebook							Ancient World Digital Library	global.5644.217	637060886		637060886	
Proceedings of the twelfth international congress of papyrology 									http://hdl.handle.net/2333.1/rr4xh2z5	Deborah H. Samuel			ebook							Ancient World Digital Library	global.5644.217	983467848		983467848	
Ptocheia, or, Odysseus in disguise at Troy (P.Köln VI 245) 									http://hdl.handle.net/2333.1/44j0zs3c	Maryline G. Parca			ebook							Ancient World Digital Library	global.5644.217	644158104		644158104	
